index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | Abfss.java,"[0, 0, 1, 0, 0, 0, 0]"
 * It supports the deserialization of unknown attributes, but does
 * not support their creation.",0,"JSON-marshallable description of a single component.
 * It supports the deserialization of unknown attributes, but does
 * not support their creation. | ServiceRecord.java","[1, 0, 0, 0, 0, 0, 0]"
5368,ServiceRecord.java,"A type string which MUST be in the serialized json. This permits
   * fast discarding of invalid entries",0,"A type string which MUST be in the serialized json. This permits
   * fast discarding of invalid entries | ServiceRecord.java","[1, 0, 0, 0, 0, 0, 0]"
5369,ServiceRecord.java,   * The type field. This must be the string {@link #RECORD_TYPE},0,   * The type field. This must be the string {@link #RECORD_TYPE} | ServiceRecord.java,"[1, 0, 0, 0, 0, 0, 0]"
5370,ServiceRecord.java,   * Description string,0,   * Description string | ServiceRecord.java,"[1, 0, 0, 0, 0, 0, 0]"
5371,ServiceRecord.java,   * map to handle unknown attributes.,0,   * map to handle unknown attributes. | ServiceRecord.java,"[1, 0, 0, 0, 0, 0, 0]"
5372,ServiceRecord.java,   * List of endpoints intended for use to external callers,0,   * List of endpoints intended for use to external callers | ServiceRecord.java,"[1, 0, 0, 0, 0, 0, 0]"
5375,ServiceRecord.java,   * Deep cloning constructor,0,   * Deep cloning constructor | ServiceRecord.java,"[1, 0, 0, 0, 0, 0, 0]"
5377,ServiceRecord.java,   * Add an internal endpoint,0,   * Add an internal endpoint | ServiceRecord.java,"[1, 0, 0, 0, 0, 0, 0]"
5379,ServiceRecord.java,   * Look up an external endpoint,0,   * Look up an external endpoint | ServiceRecord.java,"[1, 0, 0, 0, 0, 0, 0]"
5380,ServiceRecord.java,   * Handle unknown attributes by storing them in the,0,   * Handle unknown attributes by storing them in the | ServiceRecord.java,"[1, 0, 0, 0, 0, 0, 0]"
5381,ServiceRecord.java,"The map of ""other"" attributes set when parsing. These
   * are not included in the JSON value of this record when it
   * is generated.",0,"The map of ""other"" attributes set when parsing. These
   * are not included in the JSON value of this record when it
   * is generated. | ServiceRecord.java","[1, 0, 0, 0, 0, 0, 0]"
5382,ServiceRecord.java,"   * Get the ""other"" attribute with a specific key",0,"   * Get the ""other"" attribute with a specific key | ServiceRecord.java","[1, 0, 0, 0, 0, 0, 0]"
5383,ServiceRecord.java,"   * Get the ""other"" attribute with a specific key.",0,"   * Get the ""other"" attribute with a specific key. | ServiceRecord.java","[1, 0, 0, 0, 0, 0, 0]"
5384,ServiceRecord.java,   * Find an endpoint by its API,0,   * Find an endpoint by its API | ServiceRecord.java,"[1, 0, 0, 0, 0, 0, 0]"
5385,ServiceRecord.java,   * Shallow clone: all endpoints will be shared across instances,0,   * Shallow clone: all endpoints will be shared across instances | ServiceRecord.java,"[1, 0, 0, 0, 0, 0, 0]"
5386,ServiceRecord.java,   * @return a clone of the instance,0,   * @return a clone of the instance | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5387,ServiceRecord.java,   * @param api api name,0,   * @param api api name | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5388,ServiceRecord.java,   * @param list list,0,   * @param list list | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5391,ServiceRecord.java,   * @param defVal default value,0,   * @param defVal default value | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5394,ServiceRecord.java,   * @return the value or null,0,   * @return the value or null | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5395,ServiceRecord.java,   * @return a map of any unknown attributes in the deserialized JSON.,0,   * @return a map of any unknown attributes in the deserialized JSON. | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5396,ServiceRecord.java,   * @param key attribute name,0,   * @param key attribute name | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5397,ServiceRecord.java,   * @param value attribute value.,0,   * @param value attribute value. | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5398,ServiceRecord.java,   * @param api API,0,   * @param api API | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5399,ServiceRecord.java,   * @return the endpoint or null if there was no match,0,   * @return the endpoint or null if there was no match | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5401,ServiceRecord.java,   * @param endpoint endpoint to set,0,   * @param endpoint endpoint to set | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5402,ServiceRecord.java,   * @param that service record source,0,   * @param that service record source | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5403,ServiceRecord.java,@link #RECORD_TYPE,0,@link #RECORD_TYPE | ServiceRecord.java,"[0, 0, 0, 0, 1, 0, 0]"
5404,ServiceRecord.java,@param api API,0,@param api API | ServiceRecord.java,"[0, 0, 0, 1, 0, 0, 0]"
5406,ServiceRecord.java,@link #attributes,0,@link #attributes | ServiceRecord.java,"[0, 0, 0, 0, 1, 0, 0]"
5407,SetCreationTester.java,"A generic JUnit test which tests creation (typically through a constructor or
 * static factory method) of a set. Can't be invoked directly; please see",0,"A generic JUnit test which tests creation (typically through a constructor or
 * static factory method) of a set. Can't be invoked directly; please see | SetCreationTester.java","[1, 0, 0, 0, 0, 0, 0]"
5410,TestLocalCacheDirectoryManager.java, // setting per directory file limit to 1.,0, // setting per directory file limit to 1. | TestLocalCacheDirectoryManager.java,"[1, 0, 0, 0, 0, 0, 0]"
5411,TestLocalCacheDirectoryManager.java,"// Test root directory path = """"",0,"// Test root directory path = """" | TestLocalCacheDirectoryManager.java","[1, 0, 0, 0, 0, 0, 0]"
5412,TestLocalCacheDirectoryManager.java,"    // Testing path generation from ""0"" to ""0/0/z/z""",0,"    // Testing path generation from ""0"" to ""0/0/z/z"" | TestLocalCacheDirectoryManager.java","[1, 0, 0, 0, 0, 0, 0]"
5413,TestLocalCacheDirectoryManager.java,"Making sure directory ""4"" and ""2"" becomes non-full so that they are
     * reused for future getRelativePathForLocalization() calls in the order
     * they are freed.",0,"Making sure directory ""4"" and ""2"" becomes non-full so that they are
     * reused for future getRelativePathForLocalization() calls in the order
     * they are freed. | TestLocalCacheDirectoryManager.java","[1, 0, 0, 0, 0, 0, 0]"
5415,TestLocalCacheDirectoryManager.java,    // checking for first four paths,0,    // checking for first four paths | TestLocalCacheDirectoryManager.java,"[1, 0, 0, 0, 0, 0, 0]"
5416,TestLocalCacheDirectoryManager.java,    // Releasing two files from the root directory.,0,    // Releasing two files from the root directory. | TestLocalCacheDirectoryManager.java,"[1, 0, 0, 0, 0, 0, 0]"
5417,TestLocalCacheDirectoryManager.java,    // Space for two files should be available in root directory.,0,    // Space for two files should be available in root directory. | TestLocalCacheDirectoryManager.java,"[1, 0, 0, 0, 0, 0, 0]"
5418,TestLocalCacheDirectoryManager.java,"  // As no space is now available in root directory so it should be from
    // first sub directory",0,"  // As no space is now available in root directory so it should be from
    // first sub directory | TestLocalCacheDirectoryManager.java","[1, 0, 0, 0, 0, 0, 0]"
5419,TestLocalCacheDirectoryManager.java,    // finish filling the other directory,0,    // finish filling the other directory | TestLocalCacheDirectoryManager.java,"[1, 0, 0, 0, 0, 0, 0]"
5420,ImmutableListMultimapTest.java,@link ImmutableListMultimap,0,@link ImmutableListMultimap | ImmutableListMultimapTest.java,"[0, 0, 0, 0, 1, 0, 0]"
5421,ImmutableListMultimapTest.java,@author Jared Levy,0,@author Jared Levy | ImmutableListMultimapTest.java,"[0, 1, 0, 0, 0, 0, 0]"
5423,ImmutableListMultimapTest.java,// suite,0,// suite | ImmutableListMultimapTest.java,"[1, 0, 0, 0, 0, 0, 0]"
5424,ImmutableListMultimapTest.java,// SerializableTester,0,// SerializableTester | ImmutableListMultimapTest.java,"[1, 0, 0, 0, 0, 0, 0]"
5425,ImmutableListMultimapTest.java,// SerializableTester,0,// SerializableTester | ImmutableListMultimapTest.java,"[1, 0, 0, 0, 0, 0, 0]"
5426,ResourceManagerConstants.java,"/**
   * This states the invalid identifier of Resource Manager. This is used as a
   * default value for initializing RM identifier. Currently, RM is using time
   * stamp as RM identifier.
   */",0,"/**
   * This states the invalid identifier of Resource Manager. This is used as a
   * default value for initializing RM identifier. Currently, RM is using time
   * stamp as RM identifier.
   */ | ResourceManagerConstants.java","[1, 0, 0, 0, 0, 0, 0]"
5427,TestPipelines.java,"
  /**
   * Creates and closes a file of certain length.
   * Calls append to allow next write() operation to add to the end of it
   * After write() invocation, calls hflush() to make sure that data sunk through
   * the pipeline and check the state of the last block's replica.
   * It supposes to be in RBW state
   *
   * @throws IOException in case of an error
   */",0,"
  /**
   * Creates and closes a file of certain length.
   * Calls append to allow next write() operation to add to the end of it
   * After write() invocation, calls hflush() to make sure that data sunk through
   * the pipeline and check the state of the last block's replica.
   * It supposes to be in RBW state
   *
   * @throws IOException in case of an error
   */ | TestPipelines.java","[1, 0, 0, 0, 0, 0, 0]"
5428,TestPipelines.java,@link{TestReadWhileWriting},0,@link{TestReadWhileWriting} | TestPipelines.java,"[0, 0, 0, 0, 1, 0, 0]"
5429,TestPipelines.java,"/**
   * These two test cases are already implemented by
   *
   * @link{TestReadWhileWriting}
   */",0,"/**
   * These two test cases are already implemented by
   *
   * @link{TestReadWhileWriting}
   */ | TestPipelines.java","[1, 0, 0, 0, 0, 0, 0]"
5430,TableColumnResizeContentsWidthIE8Test.java,        // click the button for decreasing size,0,        // click the button for decreasing size | TableColumnResizeContentsWidthIE8Test.java,"[1, 0, 0, 0, 0, 0, 0]"
5431,TableColumnResizeContentsWidthIE8Test.java,        // click the button for increasing size,0,        // click the button for increasing size | TableColumnResizeContentsWidthIE8Test.java,"[1, 0, 0, 0, 0, 0, 0]"
5432,TestingCacheLoaders.java,@link CacheLoader,0,@link CacheLoader | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5433,TestingCacheLoaders.java,@link CacheLoader,0,@link CacheLoader | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5434,TestingCacheLoaders.java,@link CacheLoader#load,0,@link CacheLoader#load | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5435,TestingCacheLoaders.java,@code loader,0,@code loader | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5436,TestingCacheLoaders.java,@link CacheLoader#loadAll,0,@link CacheLoader#loadAll | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5437,TestingCacheLoaders.java,@link CacheLoader,0,@link CacheLoader | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5439,TestingCacheLoaders.java,@link CacheLoader,0,@link CacheLoader | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5440,TestingCacheLoaders.java,@code constant,0,@code constant | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5442,TestingCacheLoaders.java,@link CacheLoader,0,@link CacheLoader | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5444,TestingCacheLoaders.java,@code new Object(),0,@code new Object() | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5445,TestingCacheLoaders.java,@link #getCount,0,@link #getCount | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5446,TestingCacheLoaders.java,@code new Object(),0,@code new Object() | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5447,TestingCacheLoaders.java,@code Integer,0,@code Integer | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5449,TestingCacheLoaders.java,@code reload,0,@code reload | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5450,TestingCacheLoaders.java,@link #getLoadCount,0,@link #getLoadCount | TestingCacheLoaders.java,"[0, 0, 0, 0, 1, 0, 0]"
5452,TestingCacheLoaders.java,@author mike nonemacher,0,@author mike nonemacher | TestingCacheLoaders.java,"[0, 1, 0, 0, 0, 0, 0]"
5453,TestingCacheLoaders.java,Utility {@link CacheLoader} implementations intended for use in testing.,0,Utility {@link CacheLoader} implementations intended for use in testing. | TestingCacheLoaders.java,"[1, 0, 0, 0, 0, 0, 0]"
5454,TestingCacheLoaders.java,"Returns a {@link CacheLoader} that implements a naive {@link CacheLoader#loadAll}, delegating
   * {@link CacheLoader#load} calls to {@code loader}.",0,"Returns a {@link CacheLoader} that implements a naive {@link CacheLoader#loadAll}, delegating
   * {@link CacheLoader#load} calls to {@code loader}. | TestingCacheLoaders.java","[1, 0, 0, 0, 0, 0, 0]"
5456,TestingCacheLoaders.java,Returns a {@link CacheLoader} that returns the given {@code constant} for every request.,0,Returns a {@link CacheLoader} that returns the given {@code constant} for every request. | TestingCacheLoaders.java,"[1, 0, 0, 0, 0, 0, 0]"
5459,TestingCacheLoaders.java,"Returns a {@code new Object()} for every request, and increments a counter for every request.
   * The count is accessible via {@link #getCount}.",0,"Returns a {@code new Object()} for every request, and increments a counter for every request.
   * The count is accessible via {@link #getCount}. | TestingCacheLoaders.java","[1, 0, 0, 0, 0, 0, 0]"
5461,TestingCacheLoaders.java,// reload,0,// reload | TestingCacheLoaders.java,"[1, 0, 0, 0, 0, 0, 0]"
5463,FunctionCost.java,Cost for the entire function call.,0,Cost for the entire function call. | FunctionCost.java,"[1, 0, 0, 0, 0, 0, 0]"
5464,FunctionCost.java,// no udc will be performed,0,// no udc will be performed | FunctionCost.java,"[1, 0, 0, 0, 0, 0, 0]"
5465,FunctionCost.java,	 * Compares this function call cost to another one.,0,	 * Compares this function call cost to another one. | FunctionCost.java,"[1, 0, 0, 0, 0, 0, 0]"
5466,FunctionCost.java,"// In order for this function to be better than the previous best, it must
		// have at least one parameter match that is better that the corresponding
		// match for the other function, and none that are worse.",0,"// In order for this function to be better than the previous best, it must
		// have at least one parameter match that is better that the corresponding
		// match for the other function, and none that are worse. | FunctionCost.java","[0, 0, 1, 0, 0, 0, 0]"
5469,FunctionCost.java,			// 7.3.3-15 Using declarations in classes can be overridden,0,			// 7.3.3-15 Using declarations in classes can be overridden | FunctionCost.java,"[1, 0, 0, 0, 0, 0, 0]"
5470,FunctionCost.java,			// At this point prefer non-index bindings,0,			// At this point prefer non-index bindings | FunctionCost.java,"[1, 0, 0, 0, 0, 0, 0]"
5471,IASTInitializerList.java,"Contributors:
 *     Doug Schaefer (IBM) - Initial API and implementation
 *     Markus Schorn (Wind River Systems)",0,"Contributors:
 *     Doug Schaefer (IBM) - Initial API and implementation
 *     Markus Schorn (Wind River Systems) | IASTInitializerList.java","[0, 1, 0, 0, 0, 0, 0]"
5479,IASTInitializerList.java,@link #getClauses(),0,@link #getClauses() | IASTInitializerList.java,"[0, 0, 0, 0, 1, 0, 0]"
5480,IASTInitializerList.java,@link #addClause(IASTInitializerClause),0,@link #addClause(IASTInitializerClause) | IASTInitializerList.java,"[0, 0, 0, 0, 1, 0, 0]"
5482,IASTInitializerList.java,@deprecated Replaced by {@link #addClause(IASTInitializerClause)}.,0,@deprecated Replaced by {@link #addClause(IASTInitializerClause)}. | IASTInitializerList.java,"[0, 0, 0, 0, 0, 1, 0]"
