index,labels,comment_sentence,comment_clean,combo,combo_clean
            // ids",delete resource contained application id,"we did not delete the resource because it contained application
            // ids | CleanerTask.java",delete resource contained application id | cleanertask java
2505,"[1, 0, 0, 0, 0, 0, 0]",            // remove the resource from the file system,remove resource file system,            // remove the resource from the file system | CleanerTask.java,remove resource file system | cleanertask java
2506,"[1, 0, 0, 0, 0, 0, 0]",          // remove the resource from scm (checks for appIds as well),remove resource scm check appids well,          // remove the resource from scm (checks for appIds as well) | CleanerTask.java,remove resource scm check appids well | cleanertask java
2507,"[1, 0, 0, 0, 0, 0, 0]"," this is the path to the cache resource directory
      // the directory name is the resource key (i.e. a unique identifier)",path cache resource directory directory name resource key e unique identifier," this is the path to the cache resource directory
      // the directory name is the resource key (i.e. a unique identifier) | CleanerTask.java",path cache resource directory directory name resource key e unique identifier | cleanertask java
2508,"[1, 0, 0, 0, 0, 0, 0]",    // indicates the processing status of the resource,indicates processing status resource,    // indicates the processing status of the resource | CleanerTask.java,indicates processing status resource | cleanertask java
2509,"[1, 0, 0, 0, 0, 0, 0]",   * Processes a single shared cache resource directory.,process single shared cache resource directory,   * Processes a single shared cache resource directory. | CleanerTask.java,process single shared cache resource directory | cleanertask java
2510,"[1, 0, 0, 0, 0, 0, 0]",restore the interrupt,restore interrupt,restore the interrupt | CleanerTask.java,restore interrupt | cleanertask java
2511,"[1, 0, 0, 0, 0, 0, 0]",          // add sleep time between cleaning each directory if it is non-zero,add sleep time cleaning directory non zero,          // add sleep time between cleaning each directory if it is non-zero | CleanerTask.java,add sleep time cleaning directory non zero | cleanertask java
2512,"[1, 0, 0, 0, 0, 0, 0]",    // mark the beginning of the run in the metrics,mark beginning run metric,    // mark the beginning of the run in the metrics | CleanerTask.java,mark beginning run metric | cleanertask java
2513,"[1, 0, 0, 0, 0, 0, 0]","Sweeps and processes the shared cache area to clean up stale and orphaned
   * files.",sweep process shared cache area clean stale orphaned file,"Sweeps and processes the shared cache area to clean up stale and orphaned
   * files. | CleanerTask.java",sweep process shared cache area clean stale orphaned file | cleanertask java
2514,"[1, 0, 0, 0, 0, 0, 0]","this is set to false regardless of if it is a scheduled or on-demand
      // task",set false regardless scheduled demand task,"this is set to false regardless of if it is a scheduled or on-demand
      // task | CleanerTask.java",set false regardless scheduled demand task | cleanertask java
2515,"[1, 0, 0, 0, 0, 0, 0]",      // there is already another task running,already another task running,      // there is already another task running | CleanerTask.java,already another task running | cleanertask java
2516,"[1, 0, 0, 0, 0, 0, 0]","Creates a cleaner task based on the configuration. This is provided for
   * convenience.",creates cleaner task based configuration provided convenience,"Creates a cleaner task based on the configuration. This is provided for
   * convenience. | CleanerTask.java",creates cleaner task based configuration provided convenience | cleanertask java
2517,"[1, 0, 0, 0, 0, 0, 0]","The task that runs and cleans up the shared cache area for stale entries and
 * orphaned files. It is expected that only one cleaner task runs at any given
 * point in time.",task run clean shared cache area stale entry orphaned file expected one cleaner task run given point time,"The task that runs and cleans up the shared cache area for stale entries and
 * orphaned files. It is expected that only one cleaner task runs at any given
 * point in time. | CleanerTask.java",task run clean shared cache area stale entry orphaned file expected one cleaner task run given point time | cleanertask java
2518,"[1, 0, 0, 0, 0, 0, 0]",							// Check if the folder is not itself a sourceEntry.,check folder sourceentry,							// Check if the folder is not itself a sourceEntry. | CContainerInfo.java,check folder sourceentry | ccontainerinfo java
2519,"[1, 0, 0, 0, 0, 0, 0]",// move back to the sourceroot.,move back sourceroot,// move back to the sourceroot. | CContainerInfo.java,move back sourceroot | ccontainerinfo java
2520,"[1, 0, 0, 0, 0, 0, 0]","Provides context sensitive annotations for source elements.
 * 
 * This interface is experimental.",provides context sensitive annotation source element interface experimental,"Provides context sensitive annotations for source elements.
 * 
 * This interface is experimental. | IDocumentElementAnnotationProvider.java",provides context sensitive annotation source element interface experimental | idocumentelementannotationprovider java
2521,"[0, 0, 0, 1, 0, 0, 0]","@param updates each update specifies the element and context 
     * for which annotations are requested and stores the results",param update update specifies element context annotation requested store result,"@param updates each update specifies the element and context 
     * for which annotations are requested and stores the results | IDocumentElementAnnotationProvider.java",param update update specifies element context annotation requested store result | idocumentelementannotationprovider java
2522,"[1, 0, 0, 0, 0, 0, 0]",Updates the annotations of the specified source elements.,update annotation specified source element,Updates the annotations of the specified source elements. | IDocumentElementAnnotationProvider.java,update annotation specified source element | idocumentelementannotationprovider java
2523,"[1, 0, 0, 0, 0, 0, 0]","
/**
 * serializes key-value pair
 */",serializes key value pair,"
/**
 * serializes key-value pair
 */ | IKVSerializer.java",serializes key value pair | ikvserializer java
2524,"[0, 0, 0, 0, 1, 0, 0]",@link JdkFutureAdapters,link jdkfutureadapters,@link JdkFutureAdapters | JdkFutureAdaptersTest.java,link jdkfutureadapters | jdkfutureadapterstest java
2525,"[1, 0, 0, 0, 0, 0, 0]","    // Now test an additional addListener call, which will be run in-thread:",test additional addlistener call run thread,"    // Now test an additional addListener call, which will be run in-thread: | JdkFutureAdaptersTest.java",test additional addlistener call run thread | jdkfutureadapterstest java
2526,"[1, 0, 0, 0, 0, 0, 0]",    // Now give the get() thread time to finish:,give get thread time finish,    // Now give the get() thread time to finish: | JdkFutureAdaptersTest.java,give get thread time finish | jdkfutureadapterstest java
2527,"[1, 0, 0, 0, 0, 0, 0]","The compiler recognizes that ""input instanceof ListenableFuture"" is
     * impossible. We want the test, though, in case that changes in the future,
     * so we use isInstance instead.",compiler recognizes input instanceof listenablefuture impossible want test though case change future use isinstance instead,"The compiler recognizes that ""input instanceof ListenableFuture"" is
     * impossible. We want the test, though, in case that changes in the future,
     * so we use isInstance instead. | JdkFutureAdaptersTest.java",compiler recognizes input instanceof listenablefuture impossible want test though case change future use isinstance instead | jdkfutureadapterstest java
2528,"[1, 0, 0, 0, 0, 0, 0]",    // synchronized so that checkState works as expected.,synchronized checkstate work expected,    // synchronized so that checkState works as expected. | JdkFutureAdaptersTest.java,synchronized checkstate work expected | jdkfutureadapterstest java
2529,"[0, 0, 0, 0, 0, 0, 1]","If isDone is true during the call to listenInPoolThread,
       * listenInPoolThread doesn't start a thread. Make sure it's false the
       * first time through (and forever after, since no one else cares about
       * it).",isdone true call listeninpoolthread listeninpoolthread start thread make sure false first time forever since one else care,"If isDone is true during the call to listenInPoolThread,
       * listenInPoolThread doesn't start a thread. Make sure it's false the
       * first time through (and forever after, since no one else cares about
       * it). | JdkFutureAdaptersTest.java",isdone true call listeninpoolthread listeninpoolthread start thread make sure false first time forever since one else care | jdkfutureadapterstest java
2530,"[1, 0, 0, 0, 0, 0, 0]","Don't shut down until the listenInPoolThread task has been accepted to
     * run. We want to see what happens when it's interrupted, not when it's
     * rejected.",shut listeninpoolthread task accepted run want see happens interrupted rejected,"Don't shut down until the listenInPoolThread task has been accepted to
     * run. We want to see what happens when it's interrupted, not when it's
     * rejected. | JdkFutureAdaptersTest.java",shut listeninpoolthread task accepted run want see happens interrupted rejected | jdkfutureadapterstest java
2531,"[1, 0, 0, 0, 0, 0, 0]","'spy' should have been ignored since 'abstractFuture' was done before
    // a listener was added.",spy ignored since abstractfuture done listener added,"'spy' should have been ignored since 'abstractFuture' was done before
    // a listener was added. | JdkFutureAdaptersTest.java",spy ignored since abstractfuture done listener added | jdkfutureadapterstest java
2532,"[1, 0, 0, 0, 0, 0, 0]"," #addListener() will run the listener immediately because the Future is
    // already finished (we explicitly set the result of it above).",addlistener run listener immediately future already finished explicitly set result," #addListener() will run the listener immediately because the Future is
    // already finished (we explicitly set the result of it above). | JdkFutureAdaptersTest.java",addlistener run listener immediately future already finished explicitly set result | jdkfutureadapterstest java
2533,"[1, 0, 0, 0, 0, 0, 0]",// We call AbstractFuture#set above.,call abstractfuture set,// We call AbstractFuture#set above. | JdkFutureAdaptersTest.java,call abstractfuture set | jdkfutureadapterstest java
