index,class,comment_sentence,partition,combo,labels
758,FAMIXAnnotationTypeGroup,famixannotationtypegroup is a moosegroup containing only famix enities of type famixannotationtype,0,famixannotationtypegroup is a moosegroup containing only famix enities of type famixannotationtype | famixannotationtypegroup,"[0, 0, 1, 1, 0, 0]"
761,FamixGenerator,g generatewithoutcleaning,0,g generatewithoutcleaning | famixgenerator,"[0, 1, 0, 0, 0, 0]"
775,FamixJavaEntity,model,0,model | famixjavaentity,"[0, 1, 0, 0, 0, 0]"
782,FamixTParameterType,parametertype represents the symbolic type used in parameterizable classes,0,parametertype represents the symbolic type used in parameterizable classes | famixtparametertype,"[0, 0, 0, 1, 0, 0]"
786,FamixTParameterType,where aclass is a parameterizableclass,0,where aclass is a parameterizableclass | famixtparametertype,"[0, 1, 0, 0, 0, 0]"
787,FamixTParameterType,a b and c are parametertype of aclass,0,a b and c are parametertype of aclass | famixtparametertype,"[0, 1, 0, 0, 0, 0]"
788,FamixTTrait,famixtrait models a trait as it can be found in pharo or php,0,famixtrait models a trait as it can be found in pharo or php | famixttrait,"[0, 0, 1, 0, 0, 1]"
790,FMFutureProperty,i represent a property of the object currently been imported while it is not yet imported,0,i represent a property of the object currently been imported while it is not yet imported | fmfutureproperty,"[0, 0, 1, 1, 0, 0]"
791,FMFutureProperty,i will be useful until all my values are resolved,0,i will be useful until all my values are resolved | fmfutureproperty,"[0, 0, 1, 0, 0, 0]"
792,FMFutureProperty,each time a value is resolved i ll check if i can be resolved,0,each time a value is resolved i ll check if i can be resolved | fmfutureproperty,"[0, 0, 1, 0, 0, 0]"
793,FMFutureProperty,in that case i ll push my values in real property,0,in that case i ll push my values in real property | fmfutureproperty,"[0, 0, 1, 0, 0, 0]"
804,FMModel,i include a system of caches in case my users want to store informations to speed up an application,0,i include a system of caches in case my users want to store informations to speed up an application | fmmodel,"[1, 0, 0, 0, 0, 0]"
806,FMModel,public api and key messages,0,public api and key messages | fmmodel,"[0, 0, 0, 0, 1, 0]"
809,FMModel,examples,0,examples | fmmodel,"[0, 1, 0, 0, 0, 0]"
813,FMMSEPrinter,i am responsible of printing the mse format markup during a model export,0,i am responsible of printing the mse format markup during a model export | fmmseprinter,"[0, 0, 0, 1, 0, 0]"
814,FMMSEPrinter,examples,0,examples | fmmseprinter,"[0, 1, 0, 0, 0, 0]"
815,FMMSEPrinter,printer,0,printer | fmmseprinter,"[0, 1, 0, 0, 0, 0]"
816,FMMSEPrinter,printer fmmseprinter onstring,0,printer fmmseprinter onstring | fmmseprinter,"[0, 1, 0, 0, 0, 0]"
817,FMMSEPrinter,fmmetametamodel default exportwithprinter printer,0,fmmetametamodel default exportwithprinter printer | fmmseprinter,"[0, 1, 0, 0, 0, 0]"
820,FMOne,i am a relation slot representing a property containing only one element,0,i am a relation slot representing a property containing only one element | fmone,"[0, 0, 0, 1, 0, 0]"
821,FMOne,examples,0,examples | fmone,"[0, 1, 0, 0, 0, 0]"
822,FMOne,trait named famixtmethod,0,trait named famixtmethod | fmone,"[0, 1, 0, 0, 0, 0]"
823,FMOne,slots parenttype fmone type famixtwithmethods opposite methods,0,slots parenttype fmone type famixtwithmethods opposite methods | fmone,"[0, 1, 0, 0, 0, 0]"
824,FMOne,package famix traits method,0,package famix traits method | fmone,"[0, 1, 0, 0, 0, 0]"
826,FMRelationSlot,i am an abstract slot used to declare fame properties for a class,0,i am an abstract slot used to declare fame properties for a class | fmrelationslot,"[0, 0, 1, 1, 0, 0]"
827,FmxMBPrintVisitor,i m a visitor for instances of famixmetamodelgenerator and subclasses,0,i m a visitor for instances of famixmetamodelgenerator and subclasses | fmxmbprintvisitor,"[0, 0, 0, 1, 0, 0]"
831,LANInterface,lan interface comments for testing purposes,0,lan interface comments for testing purposes | laninterface,"[0, 0, 1, 1, 0, 0]"
832,MalBreadthFirstSearchPath,breadth first search bfs is an algorithm for traversing or searching tree or graph data structures,0,breadth first search bfs is an algorithm for traversing or searching tree or graph data structures | malbreadthfirstsearchpath,"[0, 0, 1, 1, 0, 0]"
833,MalBreadthFirstSearchPath,it starts at the tree root or some arbitrary node of a graph sometimes referred to as a search key and explores the neighbor nodes first before moving to the next level neighbours,0,it starts at the tree root or some arbitrary node of a graph sometimes referred to as a search key and explores the neighbor nodes first before moving to the next level neighbours | malbreadthfirstsearchpath,"[0, 0, 1, 0, 0, 0]"
836,MalFormalContext,malformalcontext mammals2 computeconcepts,0,malformalcontext mammals2 computeconcepts | malformalcontext,"[0, 1, 0, 0, 0, 0]"
842,MalHgNode,attributes dictionary,0,attributes dictionary | malhgnode,"[0, 0, 0, 0, 1, 0]"
850,MalHgNode,dictionary to attach arbitrary information to a node,0,dictionary to attach arbitrary information to a node | malhgnode,"[0, 0, 0, 0, 1, 0]"
855,MalHgNode,incoming,0,incoming | malhgnode,"[0, 0, 0, 0, 1, 0]"
856,MalHgNode,level,0,level | malhgnode,"[0, 0, 0, 0, 1, 0]"
858,MalHgNode,outgoing,0,outgoing | malhgnode,"[0, 0, 0, 0, 1, 0]"
859,MalHgNode,parent,0,parent | malhgnode,"[0, 0, 0, 0, 1, 0]"
861,MalKruskal,this means it finds a subset of the edges that forms a tree that includes every vertex where the total weight of all the edges in the tree is minimized,0,this means it finds a subset of the edges that forms a tree that includes every vertex where the total weight of all the edges in the tree is minimized | malkruskal,"[0, 0, 1, 0, 0, 0]"
862,MalKruskal,if the graph is not connected then it finds a minimum spanning forest a minimum spanning tree for each connected component,0,if the graph is not connected then it finds a minimum spanning forest a minimum spanning tree for each connected component | malkruskal,"[0, 0, 1, 0, 0, 0]"
864,MalLatticePatterns,we can detect like horizontal decomposition with the algos in the class,0,we can detect like horizontal decomposition with the algos in the class | mallatticepatterns,"[0, 0, 1, 0, 0, 0]"
865,MalLatticePatterns,data fca context lattice,0,data fca context lattice | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
866,MalLatticePatterns,data cat fourlegs hair dog smart fourlegs hair dolphin smart marine gibbon hair smart thumbed man smart thumbed whale smart marine,0,data cat fourlegs hair dog smart fourlegs hair dolphin smart marine gibbon hair smart thumbed man smart thumbed whale smart marine | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
867,MalLatticePatterns,fca malformalcontext new,0,fca malformalcontext new | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
869,MalLatticePatterns,mallatticepatterns on mallattice on context reportpatterns,0,mallatticepatterns on mallattice on context reportpatterns | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
870,MalLatticePatterns,for moose models,0,for moose models | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
871,MalLatticePatterns,fca model treillis context,0,fca model treillis context | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
872,MalLatticePatterns,model moosemodel root allmodels second,0,model moosemodel root allmodels second | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
875,MalLatticePatterns,treillis mallattice on context,0,treillis mallattice on context | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
878,MalLatticePatterns,mallattice new viewlattice treillis,0,mallattice new viewlattice treillis | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
879,MalLatticePatterns,smalltalk collection class hierarchy,0,smalltalk collection class hierarchy | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
880,MalLatticePatterns,fca model treillis context,0,fca model treillis context | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
881,MalLatticePatterns,treillis mallattice on malformalcontext classhierarchycollection,0,treillis mallattice on malformalcontext classhierarchycollection | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
882,MalLatticePatterns,mallatticepatterns on treillis reportmodules,0,mallatticepatterns on treillis reportmodules | mallatticepatterns,"[0, 1, 0, 0, 0, 0]"
883,MalNodeWithPreviousAndNext,a basic node able to host the model and to represent edges with no additional class,0,a basic node able to host the model and to represent edges with no additional class | malnodewithpreviousandnext,"[0, 0, 1, 0, 0, 0]"
890,MalTerms,terms addstring string using camelcasescanner new,0,terms addstring string using camelcasescanner new | malterms,"[0, 1, 0, 0, 0, 0]"
894,ManifestFamixPharoSmalltalkEntities,i store metadata for this package,0,i store metadata for this package | manifestfamixpharosmalltalkentities,"[0, 0, 1, 0, 0, 0]"
896,ManifestMooseQuery,i store metadata for this package,0,i store metadata for this package | manifestmoosequery,"[0, 0, 1, 0, 0, 0]"
900,MooseCustomTask,moosecustomtask is a task perform some computation specified as a block,0,moosecustomtask is a task perform some computation specified as a block | moosecustomtask,"[0, 0, 0, 1, 0, 0]"
901,MooseCustomTask,the main api is then,0,the main api is then | moosecustomtask,"[0, 0, 0, 0, 1, 0]"
902,MooseCustomTask,with ablock description adescription length anumber,0,with ablock description adescription length anumber | moosecustomtask,"[0, 0, 0, 0, 1, 0]"
904,MooseEntity,any moose entity should answer its mooseid its moosename and its moosemodel,0,any moose entity should answer its mooseid its moosename and its moosemodel | mooseentity,"[0, 0, 0, 0, 1, 0]"
906,MooseEntity,the state instance variable provides a mechanism for extending the state of entities,0,the state instance variable provides a mechanism for extending the state of entities | mooseentity,"[0, 1, 0, 0, 0, 0]"
907,MooseEntity,this is achieved through mooseentitystate,0,this is achieved through mooseentitystate | mooseentity,"[0, 1, 0, 0, 0, 0]"
908,MooseEntity,using this mechanism a package can extend an entity to add more state,0,using this mechanism a package can extend an entity to add more state | mooseentity,"[0, 1, 0, 0, 0, 0]"
910,MooseEntity,this is an important mechanism to enable extensibility and modularity,0,this is an important mechanism to enable extensibility and modularity | mooseentity,"[0, 1, 0, 0, 0, 0]"
912,MooseEntity,yourentity yourextendingattribute,0,yourentity yourextendingattribute | mooseentity,"[0, 1, 0, 0, 0, 0]"
914,MooseEntity,see mooseentitystate for more information,0,see mooseentitystate for more information | mooseentity,"[0, 1, 0, 0, 0, 0]"
915,MooseEntity,meta descriptions,0,meta descriptions | mooseentity,"[0, 1, 0, 0, 0, 0]"
916,MooseEntity,entities should also be meta described in terms of fame,0,entities should also be meta described in terms of fame | mooseentity,"[0, 1, 0, 0, 0, 0]"
917,MooseEntity,this is achieved by means of pragmas,0,this is achieved by means of pragmas | mooseentity,"[0, 1, 0, 0, 0, 0]"
918,MooseEntity,first on the class side you should have a method,0,first on the class side you should have a method | mooseentity,"[0, 1, 0, 0, 0, 0]"
922,MooseEntity,package yourpackage,0,package yourpackage | mooseentity,"[0, 1, 0, 0, 0, 0]"
924,MooseEntity,the pragma mseproperty type must be placed in the getter method to denote a fame property,0,the pragma mseproperty type must be placed in the getter method to denote a fame property | mooseentity,"[0, 1, 0, 0, 0, 0]"
925,MooseEntity,for example,0,for example | mooseentity,"[0, 1, 0, 0, 0, 0]"
928,MooseEntity,msecomment this is an attribute extended in a different package,0,msecomment this is an attribute extended in a different package | mooseentity,"[0, 1, 0, 0, 0, 0]"
929,MooseEntity,self privatestate attributeat yourextendingattribute,0,self privatestate attributeat yourextendingattribute | mooseentity,"[0, 1, 0, 0, 0, 0]"
930,MooseEntity,important api,0,important api | mooseentity,"[0, 0, 0, 0, 1, 0]"
931,MooseEntity,mooseid is an integer that uniquely identifies this entity within the entire moose environment,0,mooseid is an integer that uniquely identifies this entity within the entire moose environment | mooseentity,"[0, 0, 0, 0, 1, 0]"
933,MooseEntity,it is generated automatically during the creation of the mooseentity,0,it is generated automatically during the creation of the mooseentity | mooseentity,"[0, 0, 0, 0, 1, 0]"
935,MooseEntity,it may be nil if the entity is not part of a model,0,it may be nil if the entity is not part of a model | mooseentity,"[0, 0, 0, 0, 1, 0]"
938,MooseEntity,moosename returns a symbol that should qualify the current entity,0,moosename returns a symbol that should qualify the current entity | mooseentity,"[0, 0, 0, 0, 1, 0]"
939,MooseEntity,it does not have to be unique,0,it does not have to be unique | mooseentity,"[0, 0, 0, 0, 1, 0]"
947,TDependencyQueries,this trait provides a common paradigm agnostic vocabulary to query dependencies of software entities,0,this trait provides a common paradigm agnostic vocabulary to query dependencies of software entities | tdependencyqueries,"[0, 0, 1, 0, 0, 0]"
949,TDependencyQueries,the api offer the possibility to query an entity with three parameters,0,the api offer the possibility to query an entity with three parameters | tdependencyqueries,"[0, 0, 0, 0, 1, 0]"
951,TDependencyQueries,the kind of association famixacces famixreference all,0,the kind of association famixacces famixreference all | tdependencyqueries,"[0, 0, 0, 0, 1, 0]"
952,TDependencyQueries,the scope of the query the receiver the receiver and its children,0,the scope of the query the receiver the receiver and its children | tdependencyqueries,"[0, 0, 0, 0, 1, 0]"
