index,class,comment_sentence,partition,combo,labels
1,AccessMixin,functionality,0,functionality | accessmixin,"[0, 0, 0, 0, 1]"
1988,BatchNorm1d,can be set to none for cumulative moving average,0,can be set to none for cumulative moving average | batchnorm1d,"[0, 1, 0, 0, 0]"
1989,BatchNorm1d,ie simple average,0,ie simple average | batchnorm1d,"[0, 1, 0, 0, 0]"
1990,BatchNorm1d,default 01,0,default 01 | batchnorm1d,"[0, 1, 0, 0, 0]"
1992,BatchNorm1d,learnable affine parameters,0,learnable affine parameters | batchnorm1d,"[0, 1, 0, 0, 0]"
1993,BatchNorm1d,default true,0,default true | batchnorm1d,"[0, 1, 0, 0, 0]"
1996,BatchNorm1d,this module does not track such statistics and always uses batch,0,this module does not track such statistics and always uses batch | batchnorm1d,"[0, 1, 0, 0, 0]"
1997,BatchNorm1d,statistics in both training and eval modes,0,statistics in both training and eval modes | batchnorm1d,"[0, 1, 0, 0, 0]"
1998,BatchNorm1d,default true,0,default true | batchnorm1d,"[0, 1, 0, 0, 0]"
2000,BatchNorm1d,input math n c or math n c l,0,input math n c or math n c l | batchnorm1d,"[0, 0, 0, 1, 0]"
2003,BatchNorm1d,with learnable parameters,0,with learnable parameters | batchnorm1d,"[1, 0, 0, 0, 0]"
2004,BatchNorm1d,m nn batchnorm1d 100,0,m nn batchnorm1d 100 | batchnorm1d,"[1, 0, 0, 0, 0]"
2005,BatchNorm1d,without learnable parameters,0,without learnable parameters | batchnorm1d,"[1, 0, 0, 0, 0]"
2007,BatchNorm1d,output m input,0,output m input | batchnorm1d,"[1, 0, 0, 0, 0]"
2008,BCEWithLogitsLoss,this loss combines a sigmoid layer and the bceloss in one single,0,this loss combines a sigmoid layer and the bceloss in one single | bcewithlogitsloss,"[0, 0, 0, 0, 1]"
2009,BCEWithLogitsLoss,class,0,class | bcewithlogitsloss,"[0, 0, 0, 0, 1]"
2010,BCEWithLogitsLoss,this version is more numerically stable than using a plain sigmoid,0,this version is more numerically stable than using a plain sigmoid | bcewithlogitsloss,"[0, 0, 0, 0, 1]"
2013,BCEWithLogitsLoss,the unreduced ie with attr reduction set to none loss can be described as,0,the unreduced ie with attr reduction set to none loss can be described as | bcewithlogitsloss,"[0, 0, 0, 1, 0]"
2020,BCEWithLogitsLoss,default mean then,0,default mean then | bcewithlogitsloss,"[0, 1, 0, 1, 0]"
2024,BCEWithLogitsLoss,operatorname sum l text if reduction text sum,0,operatorname sum l text if reduction text sum | bcewithlogitsloss,"[0, 0, 0, 1, 0]"
2025,BCEWithLogitsLoss,end cases,0,end cases | bcewithlogitsloss,"[0, 0, 0, 1, 0]"
2026,BCEWithLogitsLoss,this is used for measuring the error of a reconstruction in for example,0,this is used for measuring the error of a reconstruction in for example | bcewithlogitsloss,"[0, 0, 0, 1, 0]"
2027,BCEWithLogitsLoss,an auto encoder,0,an auto encoder | bcewithlogitsloss,"[0, 0, 0, 1, 0]"
2028,BCEWithLogitsLoss,note that the targets t i should be numbers,0,note that the targets t i should be numbers | bcewithlogitsloss,"[0, 0, 1, 1, 0]"
2029,BCEWithLogitsLoss,between 0 and 1,0,between 0 and 1 | bcewithlogitsloss,"[0, 0, 1, 1, 0]"
2030,BCEWithLogitsLoss,it s possible to trade off recall and precision by adding weights to positive examples,0,it s possible to trade off recall and precision by adding weights to positive examples | bcewithlogitsloss,"[1, 0, 0, 1, 0]"
2031,BCEWithLogitsLoss,in the case of multi label classification the loss can be described as,0,in the case of multi label classification the loss can be described as | bcewithlogitsloss,"[0, 0, 0, 1, 0]"
2033,BCEWithLogitsLoss,ell c x y l c l 1 c dots l n c top quad,0,ell c x y l c l 1 c dots l n c top quad | bcewithlogitsloss,"[0, 0, 0, 1, 0]"
2035,BCEWithLogitsLoss,1 y n c cdot log 1 sigma x n c right,0,1 y n c cdot log 1 sigma x n c right | bcewithlogitsloss,"[0, 0, 0, 1, 0]"
2036,BCEWithLogitsLoss,for example if a dataset contains 100 positive and 300 negative examples of a single class,0,for example if a dataset contains 100 positive and 300 negative examples of a single class | bcewithlogitsloss,"[1, 0, 0, 0, 0]"
2038,BCEWithLogitsLoss,the loss would act as if the dataset contains math 3 times 100 300 positive examples,0,the loss would act as if the dataset contains math 3 times 100 300 positive examples | bcewithlogitsloss,"[1, 0, 0, 1, 0]"
2040,BCEWithLogitsLoss,target torch ones 10 64 dtype torch float32 64 classes batch size 10,0,target torch ones 10 64 dtype torch float32 64 classes batch size 10 | bcewithlogitsloss,"[1, 0, 0, 0, 0]"
2041,BCEWithLogitsLoss,output torch full 10 64 0999 a prediction logit,0,output torch full 10 64 0999 a prediction logit | bcewithlogitsloss,"[1, 0, 0, 0, 0]"
2044,BCEWithLogitsLoss,criterion output target log sigmoid 0999,0,criterion output target log sigmoid 0999 | bcewithlogitsloss,"[1, 0, 0, 0, 0]"
2047,BCEWithLogitsLoss,weight tensor optional a manual rescaling weight given to the loss,0,weight tensor optional a manual rescaling weight given to the loss | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2048,BCEWithLogitsLoss,of each batch element,0,of each batch element | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2049,BCEWithLogitsLoss,if given has to be a tensor of size nbatch,0,if given has to be a tensor of size nbatch | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2050,BCEWithLogitsLoss,size average bool optional deprecated see attr reduction,0,size average bool optional deprecated see attr reduction | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2051,BCEWithLogitsLoss,by default,0,by default | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2052,BCEWithLogitsLoss,the losses are averaged over each loss element in the batch,0,the losses are averaged over each loss element in the batch | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2054,BCEWithLogitsLoss,some losses there are multiple elements per sample,0,some losses there are multiple elements per sample | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2055,BCEWithLogitsLoss,if the field attr size average,0,if the field attr size average | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2060,BCEWithLogitsLoss,reduce bool optional deprecated see attr reduction,0,reduce bool optional deprecated see attr reduction | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2061,BCEWithLogitsLoss,losses are averaged or summed over observations for each minibatch depending,0,losses are averaged or summed over observations for each minibatch depending | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2062,BCEWithLogitsLoss,on attr size average,0,on attr size average | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2063,BCEWithLogitsLoss,when attr reduce is false returns a loss per,0,when attr reduce is false returns a loss per | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2064,BCEWithLogitsLoss,batch element instead and ignores attr size average,0,batch element instead and ignores attr size average | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2065,BCEWithLogitsLoss,default true,0,default true | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2066,BCEWithLogitsLoss,reduction string optional specifies the reduction to apply to the output,0,reduction string optional specifies the reduction to apply to the output | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2067,BCEWithLogitsLoss,none mean sum,0,none mean sum | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2072,BCEWithLogitsLoss,and attr reduce are in the process of being deprecated and in the meantime,0,and attr reduce are in the process of being deprecated and in the meantime | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2073,BCEWithLogitsLoss,default mean,0,default mean | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2074,BCEWithLogitsLoss,pos weight tensor optional a weight of positive examples,0,pos weight tensor optional a weight of positive examples | bcewithlogitsloss,"[1, 1, 0, 0, 0]"
2075,BCEWithLogitsLoss,must be a vector with length equal to the number of classes,0,must be a vector with length equal to the number of classes | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2077,BCEWithLogitsLoss,input math n where math means any number of additional dimensions,0,input math n where math means any number of additional dimensions | bcewithlogitsloss,"[0, 1, 0, 1, 0]"
2078,BCEWithLogitsLoss,target math n same shape as the input,0,target math n same shape as the input | bcewithlogitsloss,"[0, 0, 0, 1, 0]"
2079,BCEWithLogitsLoss,output scalar,0,output scalar | bcewithlogitsloss,"[0, 1, 0, 0, 0]"
2080,BCEWithLogitsLoss,if attr reduction is none then math n same,0,if attr reduction is none then math n same | bcewithlogitsloss,"[0, 1, 0, 1, 0]"
2082,BCEWithLogitsLoss,loss nn bcewithlogitsloss,0,loss nn bcewithlogitsloss | bcewithlogitsloss,"[1, 0, 0, 0, 0]"
2083,BCEWithLogitsLoss,input torch randn 3 requires grad true,0,input torch randn 3 requires grad true | bcewithlogitsloss,"[1, 0, 0, 0, 0]"
2085,BCEWithLogitsLoss,output loss input target,0,output loss input target | bcewithlogitsloss,"[1, 0, 0, 0, 0]"
2086,BCEWithLogitsLoss,output backward,0,output backward | bcewithlogitsloss,"[1, 0, 0, 0, 0]"
2089,BuildType,if attr cmake build type env,0,if attr cmake build type env | buildtype,"[1, 0, 0, 0, 0]"
2091,BuildType,if cmakecache txt does not exist,0,if cmakecache txt does not exist | buildtype,"[1, 0, 0, 0, 0]"
2093,BuildType,arguments,0,arguments | buildtype,"[0, 1, 0, 0, 0]"
2095,Caffe2OperatorTestCase,this class includes all the information needed to benchmark an operator,0,this class includes all the information needed to benchmark an operator | caffe2operatortestcase,"[0, 0, 0, 0, 1]"
2096,Caffe2OperatorTestCase,op bench it s a user defined class child of caffe2benchmarkbase,0,op bench it s a user defined class child of caffe2benchmarkbase | caffe2operatortestcase,"[0, 0, 0, 1, 0]"
2101,ConstantPad3d,pads the input tensor boundaries with a constant value,0,pads the input tensor boundaries with a constant value | constantpad3d,"[0, 0, 0, 0, 1]"
2102,ConstantPad3d,for n dimensional padding use func torch nn functional pad,0,for n dimensional padding use func torch nn functional pad | constantpad3d,"[1, 0, 0, 0, 0]"
2104,ConstantPad3d,padding int tuple the size of the padding,0,padding int tuple the size of the padding | constantpad3d,"[0, 1, 0, 0, 0]"
2106,ConstantPad3d,padding in all boundaries,0,padding in all boundaries | constantpad3d,"[0, 1, 0, 0, 0]"
2108,ConstantPad3d,math text padding left math text padding right,0,math text padding left math text padding right | constantpad3d,"[0, 1, 0, 0, 0]"
2112,ConstantPad3d,m nn constantpad3d 3 35,0,m nn constantpad3d 3 35 | constantpad3d,"[1, 0, 0, 0, 0]"
2114,ConstantPad3d,output m input,0,output m input | constantpad3d,"[1, 0, 0, 0, 0]"
2115,ConstantPad3d,using different paddings for different sides,0,using different paddings for different sides | constantpad3d,"[1, 0, 0, 0, 0]"
2117,ConstantPad3d,output m input,0,output m input | constantpad3d,"[1, 0, 0, 0, 0]"
2119,Conv3d,planes,0,planes | conv3d,"[0, 0, 0, 0, 1]"
2121,Conv3d,and output math n c out d out h out w out can be precisely described as,0,and output math n c out d out h out w out can be precisely described as | conv3d,"[0, 0, 0, 1, 0]"
2123,Conv3d,out n i c out j bias c out j,0,out n i c out j bias c out j | conv3d,"[0, 0, 0, 1, 0]"
2125,Conv3d,attr stride controls the stride for the cross correlation,0,attr stride controls the stride for the cross correlation | conv3d,"[0, 1, 0, 0, 0]"
2127,Conv3d,sides for attr padding number of points for each dimension,0,sides for attr padding number of points for each dimension | conv3d,"[0, 1, 0, 0, 0]"
2129,Conv3d,it is harder to describe but this link has a nice visualization of what attr dilation does,0,it is harder to describe but this link has a nice visualization of what attr dilation does | conv3d,"[0, 1, 0, 0, 0]"
2131,Conv3d,attr in channels and attr out channels must both be divisible by,0,attr in channels and attr out channels must both be divisible by | conv3d,"[0, 1, 0, 0, 0]"
2134,Conv3d,at groups 2 the operation becomes equivalent to having two conv,0,at groups 2 the operation becomes equivalent to having two conv | conv3d,"[0, 0, 0, 0, 1]"
2135,Conv3d,layers side by side each seeing half the input channels,0,layers side by side each seeing half the input channels | conv3d,"[0, 0, 0, 0, 1]"
2137,Conv3d,concatenated,0,concatenated | conv3d,"[0, 0, 0, 0, 1]"
2138,Conv3d,at groups attr in channels each input channel is convolved with,0,at groups attr in channels each input channel is convolved with | conv3d,"[0, 0, 0, 0, 1]"
2139,Conv3d,its own set of filters of size,0,its own set of filters of size | conv3d,"[0, 0, 0, 0, 1]"
2140,Conv3d,math left lfloor frac out channels in channels right rfloor,0,math left lfloor frac out channels in channels right rfloor | conv3d,"[0, 0, 0, 1, 1]"
2145,Conv3d,a tuple of three ints in which case the first int is used for the depth dimension,0,a tuple of three ints in which case the first int is used for the depth dimension | conv3d,"[0, 1, 0, 0, 1]"
2153,Conv3d,kernel size int or tuple size of the convolving kernel,0,kernel size int or tuple size of the convolving kernel | conv3d,"[0, 1, 0, 0, 0]"
2157,Conv3d,default 0,0,default 0 | conv3d,"[0, 1, 0, 0, 0]"
2159,Conv3d,accepted values zeros and circular default zeros,0,accepted values zeros and circular default zeros | conv3d,"[0, 1, 0, 0, 0]"
2162,Conv3d,groups int optional number of blocked connections from input channels to output channels,0,groups int optional number of blocked connections from input channels to output channels | conv3d,"[0, 1, 0, 0, 0]"
2165,Conv3d,default true,0,default true | conv3d,"[0, 1, 0, 0, 0]"
2166,Conv3d,input math n c in d in h in w in,0,input math n c in d in h in w in | conv3d,"[0, 0, 0, 1, 0]"
2167,Conv3d,output math n c out d out h out w out where,0,output math n c out d out h out w out where | conv3d,"[0, 0, 0, 1, 0]"
2172,Conv3d,weight tensor the learnable weights of the module of shape,0,weight tensor the learnable weights of the module of shape | conv3d,"[0, 0, 0, 1, 0]"
2173,Conv3d,the values of these weights are sampled from,0,the values of these weights are sampled from | conv3d,"[0, 0, 0, 1, 0]"
2174,Conv3d,math k frac 1 c text in prod i 0 2 text kernel size i,0,math k frac 1 c text in prod i 0 2 text kernel size i | conv3d,"[0, 0, 0, 1, 0]"
2175,Conv3d,bias tensor the learnable bias of the module of shape out channels,0,bias tensor the learnable bias of the module of shape out channels | conv3d,"[0, 0, 0, 1, 0]"
2178,Conv3d,sampled from math mathcal u sqrt k sqrt k where,0,sampled from math mathcal u sqrt k sqrt k where | conv3d,"[0, 0, 0, 1, 0]"
2179,Conv3d,math k frac 1 c text in prod i 0 2 text kernel size i,0,math k frac 1 c text in prod i 0 2 text kernel size i | conv3d,"[0, 0, 0, 1, 0]"
2181,Conv3d,with square kernels and equal stride,0,with square kernels and equal stride | conv3d,"[1, 0, 0, 0, 0]"
2182,Conv3d,m nn conv3d 16 33 3 stride 2,0,m nn conv3d 16 33 3 stride 2 | conv3d,"[1, 0, 0, 0, 0]"
2183,Conv3d,non square kernels and unequal stride and with padding,0,non square kernels and unequal stride and with padding | conv3d,"[1, 0, 0, 0, 0]"
2184,Conv3d,m nn conv3d 16 33 3 5 2 stride 2 1 1 padding 4 2 0,0,m nn conv3d 16 33 3 5 2 stride 2 1 1 padding 4 2 0 | conv3d,"[1, 0, 0, 0, 0]"
2185,Conv3d,input torch randn 20 16 10 50 100,0,input torch randn 20 16 10 50 100 | conv3d,"[1, 0, 0, 0, 0]"
2186,Conv3d,output m input,0,output m input | conv3d,"[1, 0, 0, 0, 0]"
2194,CyclicLR,the policy cycles the learning,0,the policy cycles the learning | cycliclr,"[0, 0, 0, 0, 1]"
