index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | abfss java,"[0, 0, 1, 0, 0, 0, 0]"
1558,SmoothRateLimiter.java,as explained above there is no unique answer,0,as explained above there is no unique answer | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1559,SmoothRateLimiter.java,if we are primarily interested to deal,0,if we are primarily interested to deal | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1560,SmoothRateLimiter.java,with underutilization then we want stored permits to be given out faster than fresh ones,0,with underutilization then we want stored permits to be given out faster than fresh ones | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1561,SmoothRateLimiter.java,because underutilization free resources for the taking,0,because underutilization free resources for the taking | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1562,SmoothRateLimiter.java,if we are primarily interested to,0,if we are primarily interested to | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1563,SmoothRateLimiter.java,deal with overflow then stored permits could be given out slower than fresh ones,0,deal with overflow then stored permits could be given out slower than fresh ones | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1564,SmoothRateLimiter.java,thus we,0,thus we | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1565,SmoothRateLimiter.java,require a different in each case function that translates storedpermits to throttling time,0,require a different in each case function that translates storedpermits to throttling time | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1567,SmoothRateLimiter.java,the,0,the | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1569,SmoothRateLimiter.java,storedpermits,0,storedpermits | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1570,SmoothRateLimiter.java,essentially measure unused time we spend unused time buying storing permits,0,essentially measure unused time we spend unused time buying storing permits | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1572,SmoothRateLimiter.java,permits time thus 1 rate time permits,0,permits time thus 1 rate time permits | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1574,SmoothRateLimiter.java,of requested permits,0,of requested permits | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1576,SmoothRateLimiter.java,integrals,0,integrals | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1577,SmoothRateLimiter.java,cost as fresh ones 1 qps is the cost for each,0,cost as fresh ones 1 qps is the cost for each | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1578,SmoothRateLimiter.java,underutilization,0,underutilization | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1579,SmoothRateLimiter.java,last but not least consider a ratelimiter with rate of 1 permit per second currently,0,last but not least consider a ratelimiter with rate of 1 permit per second currently | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1580,SmoothRateLimiter.java,completely unused and an expensive acquire 100 request comes,0,completely unused and an expensive acquire 100 request comes | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1583,SmoothRateLimiter.java,a much,0,a much | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1584,SmoothRateLimiter.java,instead and postpone subsequent requests as needed,0,instead and postpone subsequent requests as needed | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1585,SmoothRateLimiter.java,task immediately and postpone by 100 seconds future requests thus we allow for work to get,0,task immediately and postpone by 100 seconds future requests thus we allow for work to get | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1586,SmoothRateLimiter.java,this has important consequences it means that the ratelimiter doesn t remember the time of the,0,this has important consequences it means that the ratelimiter doesn t remember the time of the | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1588,SmoothRateLimiter.java,this also enables,0,this also enables | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1589,SmoothRateLimiter.java,us to tell immediately see tryacquire timeout whether a particular timeout is enough to get,0,us to tell immediately see tryacquire timeout whether a particular timeout is enough to get | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1590,SmoothRateLimiter.java,us to the point of the next scheduling time since we always maintain that,0,us to the point of the next scheduling time since we always maintain that | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1591,SmoothRateLimiter.java,and what we mean by,0,and what we mean by | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1593,SmoothRateLimiter.java,expected arrival time of the next request is actually in the past then the difference now,0,expected arrival time of the next request is actually in the past then the difference now | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1594,SmoothRateLimiter.java,past is the amount of time that the ratelimiter was formally unused and it is that amount of,0,past is the amount of time that the ratelimiter was formally unused and it is that amount of | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1595,SmoothRateLimiter.java,time which we translate to storedpermits,0,time which we translate to storedpermits | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1597,SmoothRateLimiter.java,that would have been produced in that idle time,0,that would have been produced in that idle time | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1600,SmoothRateLimiter.java,we would only increase it for arrivals later than the expected one second,0,we would only increase it for arrivals later than the expected one second | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1601,SmoothRateLimiter.java,the time when the next request no matter its size will be granted,0,the time when the next request no matter its size will be granted | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1602,SmoothRateLimiter.java,after granting a request,0,after granting a request | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1604,SmoothRateLimiter.java,large requests push this further than small requests,0,large requests push this further than small requests | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1605,SmoothRateLimiter.java,this implements the following function where coldinterval coldfactor stableinterval,0,this implements the following function where coldinterval coldfactor stableinterval | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1607,SmoothRateLimiter.java,throttling,0,throttling | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1610,SmoothRateLimiter.java,warmup period is the area of the trapezoid between,0,warmup period is the area of the trapezoid between | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1611,SmoothRateLimiter.java,thresholdpermits and maxpermits,0,thresholdpermits and maxpermits | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1613,SmoothRateLimiter.java,interval,0,interval | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1614,SmoothRateLimiter.java,up,0,up | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1615,SmoothRateLimiter.java,period,0,period | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1616,SmoothRateLimiter.java,0 storedpermits,0,0 storedpermits | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1619,SmoothRateLimiter.java,before going into the details of this particular function let s keep in mind the basics,0,before going into the details of this particular function let s keep in mind the basics | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1621,SmoothRateLimiter.java,li the state of the ratelimiter storedpermits is a vertical line in this figure,0,li the state of the ratelimiter storedpermits is a vertical line in this figure | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1622,SmoothRateLimiter.java,li when the ratelimiter is not used this goes right up to maxpermits,0,li when the ratelimiter is not used this goes right up to maxpermits | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1623,SmoothRateLimiter.java,li when the ratelimiter is used this goes left down to zero since if we have,0,li when the ratelimiter is used this goes left down to zero since if we have | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1624,SmoothRateLimiter.java,storedpermits we serve from those first,0,storedpermits we serve from those first | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1625,SmoothRateLimiter.java,li when unused we go right at a constant rate,0,li when unused we go right at a constant rate | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1626,SmoothRateLimiter.java,the rate at which we move to the right is,0,the rate at which we move to the right is | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1627,SmoothRateLimiter.java,this ensures that the time it takes to go from 0 to,0,this ensures that the time it takes to go from 0 to | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1628,SmoothRateLimiter.java,li when used the time it takes as explained in the introductory class note is equal to,0,li when used the time it takes as explained in the introductory class note is equal to | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1629,SmoothRateLimiter.java,the integral of our function between x permits and x k permits assuming we want to,0,the integral of our function between x permits and x k permits assuming we want to | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1630,SmoothRateLimiter.java,spend k saved permits,0,spend k saved permits | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1632,SmoothRateLimiter.java,p in summary the time it takes to move to the left spend k permits is equal to the area of,0,p in summary the time it takes to move to the left spend k permits is equal to the area of | smoothratelimiter java,"[1, 0, 0, 1, 0, 0, 0]"
1633,SmoothRateLimiter.java,the function of width k,0,the function of width k | smoothratelimiter java,"[1, 0, 0, 1, 0, 0, 0]"
1634,SmoothRateLimiter.java,p assuming we have saturated demand the time to go from maxpermits to thresholdpermits is,0,p assuming we have saturated demand the time to go from maxpermits to thresholdpermits is | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1635,SmoothRateLimiter.java,equal to warmupperiod,0,equal to warmupperiod | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1636,SmoothRateLimiter.java,and the time to go from thresholdpermits to 0 is warmupperiod 2,0,and the time to go from thresholdpermits to 0 is warmupperiod 2 | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1638,SmoothRateLimiter.java,reason that this is warmupperiod 2 is to maintain the behavior of the original implementation,0,reason that this is warmupperiod 2 is to maintain the behavior of the original implementation | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1640,SmoothRateLimiter.java,p it remains to calculate thresholdspermits and maxpermits,0,p it remains to calculate thresholdspermits and maxpermits | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1641,SmoothRateLimiter.java,li the time to go from thresholdpermits to 0 is equal to the integral of the function,0,li the time to go from thresholdpermits to 0 is equal to the integral of the function | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1643,SmoothRateLimiter.java,this is thresholdpermits stableintervals,0,this is thresholdpermits stableintervals | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1644,SmoothRateLimiter.java,therefore,0,therefore | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1645,SmoothRateLimiter.java,thresholdpermits 05 warmupperiod stableinterval,0,thresholdpermits 05 warmupperiod stableinterval | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1646,SmoothRateLimiter.java,li the time to go from maxpermits to thresholdpermits is equal to the integral of the,0,li the time to go from maxpermits to thresholdpermits is equal to the integral of the | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1647,SmoothRateLimiter.java,function between thresholdpermits and maxpermits,0,function between thresholdpermits and maxpermits | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1648,SmoothRateLimiter.java,this is the area of the pictured,0,this is the area of the pictured | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1649,SmoothRateLimiter.java,trapezoid and it is equal to 05 stableinterval coldinterval maxpermits,0,trapezoid and it is equal to 05 stableinterval coldinterval maxpermits | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1650,SmoothRateLimiter.java,thresholdpermits,0,thresholdpermits | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1651,SmoothRateLimiter.java,maxpermits thresholdpermits 2 warmupperiod stableinterval coldinterval,0,maxpermits thresholdpermits 2 warmupperiod stableinterval coldinterval | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1652,SmoothRateLimiter.java,how is the ratelimiter designed and why,0,how is the ratelimiter designed and why | smoothratelimiter java,"[0, 0, 0, 1, 0, 0, 0]"
1657,SmoothRateLimiter.java,wait as much,0,wait as much | smoothratelimiter java,"[1, 0, 0, 0, 0, 0, 0]"
1660,SmoothRateLimiter.java,for example for a rate of,0,for example for a rate of | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1663,SmoothRateLimiter.java,if a request comes and the last request was,0,if a request comes and the last request was | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 0]"
1665,SmoothRateLimiter.java,at this rate serving 15 fresh permits,0,at this rate serving 15 fresh permits | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 0]"
1667,SmoothRateLimiter.java,it is important to realize that such a ratelimiter has a very superficial memory of the past,0,it is important to realize that such a ratelimiter has a very superficial memory of the past | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 1]"
1669,SmoothRateLimiter.java,what if the ratelimiter was unused for a long period of,0,what if the ratelimiter was unused for a long period of | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 1]"
1671,SmoothRateLimiter.java,this ratelimiter would immediately,0,this ratelimiter would immediately | smoothratelimiter java,"[0, 0, 1, 0, 0, 0, 1]"
1674,SmoothRateLimiter.java,overflow depending on the real world consequences of not using the expected rate,0,overflow depending on the real world consequences of not using the expected rate | smoothratelimiter java,"[0, 0, 1, 1, 0, 0, 1]"
